doi,author,title,year,abstract,journal
 ,"Pavao Tekavčić , Dubravko Kučanda, Maslina Ljubičić, Mirko Peti, Ivo Pranjković, Vladimir Karabalić , Augustina Guleska Hajdić, Željka Fink , Pavao Tekavčić , Zdravka Matišić , Barbara Kryžan-Stanojević , Neda Pintarić , Željka Brlobaš , Pavao Tekavčić , Mario Brdar , Višnja Josipović , Milan Mihaljević , Boris Kuzmić ","


						O jednoj posebno zanimljivoj vrsti zavisnih rečenica, na jednom zanimljivom korpusu					

", ,"

 
			Opširnije:			Is dative Subject a Viable Syntactic Notion?		
",SUVREMENA LINGVISTIKA
 ,"Mario Brdar , Rita Brdar-Szabo , Tanja Gradečak-Erdeljić , Gabrijela Buljan ","

				Predicative adjectives in some Germanic and Slavic languages: On the role of metonymy in extending grammatical constructions			
", ,Predicative adjectives in some German and Slavic languages,SUVREMENA LINGVISTIKA
 ,Rea Lujić,"

				10. međunarodni znanstveni skup o višejezičnosti i ovladavanju trećim  jezikom			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,Goran Pavelić,"

				The Indo-Aryan Languages, uredili George Cardona i Dhanesh Jain			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,"Mirko Peti , Siniša Habijanec , Irena Kolbas ","

				Kronika			
", , ,SUVREMENA LINGVISTIKA
10.22210/suvlin.2021.092.12,Goran Pavelić,"

				Ekrem Čaušević i Barbara Kerovec, Turski i hrvatski u usporedbi i kontrastiranju: Sintagma i jednostavna rečenica, Ibis grafika, Zagreb, 2021			
",2021,Adresa:Ivana Lučića 310000 ZagrebCroatia,SUVREMENA LINGVISTIKA
10.22210/suvlin.2021.092.08,"Alexey A. Timbay,","

				Prekidi kao odraz identiteta govornika u predsjedničkim debatama u SAD–u 2020. godine			
",2021, ,SUVREMENA LINGVISTIKA
 ,Vlasta Erdeljac ,"

				Dubravko Škiljan: Mappa mundi			
", , ,SUVREMENA LINGVISTIKA
 ,Marko Tadić,"

				Računalna obradba hrvatskih korpusa: povijest, stanje i perspektive			
", , ,SUVREMENA LINGVISTIKA
 ,Pavao Tekavčić ,"

				O jednoj posebno zanimljivoj vrsti zavisnih rečenica, na jednom zanimljivom korpusu			
", , ,SUVREMENA LINGVISTIKA
 ,"Milan Mihaljević, , Dopune percepcijskih glagola u hrvatskome crkvenoslavenskom jeziku, Puni tekst (Hrvatski) Str. 187 - 200 (PDF)","

				Dopune percepcijskih glagola u hrvatskome crkvenoslavenskom jeziku			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,Maja Bratanić,"

				Od intuicije do opservacije i natrag (Višejezična leksikografija i paralelni korpusi)			
", , ,SUVREMENA LINGVISTIKA
 ,Renata Geld,"

				Istraživanje konstruiranja značenja u jeziku slijepih: kognitivnolingvistička perspektiva			
", ,"
Rad se bavi istraživanjem konstruiranja značenja u jeziku slijepih. Raspravlja se o ključnim
pitanjima u ovom prilično neistraženom području i predlažu istraživačke smjernice na temelju
opisa četiriju studija koje je autorica sa suradnicima provela u razdoblju od 2006. do 2013.
godine. Središnja se rasprava temelji na osnovnoj kognitivnolingvističkoj pretpostavci da je jezik
iskustvena pojavnost koja je nerazdvojiva od općih kognitivnih procesa. Autorica se bavi ulogom
istaknutosti odnosno pažnje i nastoji pokazati kako je navedeni proces kodiran u jeziku. Glavni
dio rada započinje opisom studija kojima je cilj bio utvrditi moguće razlike u kodiranju pažnje u
jeziku slijepih. Raspravlja se o rezultatima i doprinosu navedenih studija za formuliranje novih,
preciznijih hipoteza za studiju čiji opis također slijedi u radu. Temeljno istraživačko pitanje
nove studije vezano je uz istaknutost prostornih elemenata u jeziku slijepih. Nakon rasprave
o dobivenim rezultatima koji potvrđuju važnost navedenih elemenata, autorica predlaže model
koji integrira unutarjezične i izvanjezične čimbenike za koje vjeruje da utječu na konstruiranje
značenja kod slijepe populacije. Rad završava opisom četvrte studije kojoj je cilj bio revalidirati
instrument upotrijebljen u prijašnjim studijama te potvrditi prethodne rezultate vezane uz
prostorne (topološke) jezične elemente. Cilj je postignut i opisan u radu.
 
Ključne riječi
 

slijepi, kognitivna lingvistika, konstruiranje značenja, istaknutost, prostor, topologija

 
",SUVREMENA LINGVISTIKA
 ,Marina Radčenko ,"

				Mocijska tvorba u hrvatskom i ruskom jeziku			
", , ,SUVREMENA LINGVISTIKA
 ,"Gordana Varošanec Škarić, Gabrijela Kišiček","

				Fonetsko forenzičko prepoznavanje i lingvistička analiza			
", ,"S dviju snimaka u ukupnom trajanju duljem od devet minuta na temelju službenog prisluškivanja razgovora preko GSM uređaja trebalo je provesti fonetsko prepoznavanje jedne muške osobe. Učinjena je fonetska transkripcija cjelokupnoga govora s obje snimke radi utvrđivanja regionalnog izgovora, dijalekta i idiolekta te montaža zvuka radi utvrđivanja postotka sličnosti – različitosti parova glasova u postupku slušnoga forenzičkog protokola (AP – SPID) te radi akustičke analize. Akustički parametri bile su prosječne vrijednosti F0 (Hz), formantnih frekvencija F1 (samo za vokal /a/), F2, F3 za svih pet vokala, trajanja dugih naglašenih vokala (ms) (u programu Praat). Pomoćni postupci bili su dugotrajni prosječni spektar govora (LTASS u programu AS), na temelju kojih su izračunani indeksi sličnosti (R) i različitosti (SDDD) među parovima glasova. Zbog kraćeg trajanja snimki bila je važna lingvistička analiza radi utvrđivanja fonoloških, sintaktičkih i leksičkih razlika među govornicima. Pomoću AP – SPID protokola utvrđeno je 96%–tno prepoznavanje tražene osobe u paru s obje snimke, što prema fonetskomu forenzičkom postupku znači vrlo veliku vjerojatnost prepoznavanja.Prepoznati govornik pripada štakavskom ikavskom bosanskom govoru. Fonetski je opis glasa lagano povišen glas, glasan, uskog raspona čeljusti, blago dentaliziran, modalne fonacijske vrste. Prosječna vrijednost F0 bila je 197 – 201 Hz, što su povišene vrijednosti, s rasponom od 76 do 317 Hz, ovisno o glasnoći. F1 vokala /a/ prepoznatoga govornika značajno se razlikuje od standardne vrijednosti (p = 0,0001), a značajno se razlikuje F2 za /a/ (p = 0,0006), /o/ i /u/ (p < 0,0001). F3 je značajno niži samo za /i/ (p < 0,00001) zbog zatvorenog, prednjeg, zaokruženog izgovora u naglašenim pozicijama. Trajanje naglašenih vokala dulje je od trajanja u hrvatskome standardnom izgovoru. Indeks sličnosti između spektara s obje snimke tražene osobe veći je nego između tražene osobe i sugovornika (R = 0,89 : 0,85), a indeks različitosti manji je (SDDD = 2,10 : 3,75). Najmanji indeks sličnosti i najveći indeks različitosti pokazao se između tražene osobe i podmetnutog glasa.U lingvističkoj analizi najzanimljivija je bila leksička razina izbora riječi, idiosinkratične riječi razlikovale su se među govornicima. Primjerice, traženi govornik rabi riječi poput bolan, jaran, koje se uopće nisu pojavile kod sugovornika, kojemu su idiosinkratične riječi bile pajdo, kontaj. Traženi govornik izgovorio je riječ jaran čak 69 puta, što je 170 puta više nego u upotrebi u hrvatskom jeziku, dok se riječ pajdo uopće ne pojavljuje u hrvatskome čestotnom rječniku. Može se zaključiti da je traženi govornik pomoću slušnoga fonetskog protokola prepoznat s velikom vjerojatnošću, a da zvučni postupci mogu samo poduprijeti rezultat slušne analize. Pokazalo se da je u slučaju manje količine snimljenog materijala važna sinergija fonetskoga forenzičkog postupka i lingvističke analize.",SUVREMENA LINGVISTIKA
 ,Dunja Brozović-Rončević,"

				O sinonimnim indoeuropskim korijenima u hidronimiji			
", , ,SUVREMENA LINGVISTIKA
 ,"Maja Balija, Gordana Hržica, Jelena Kuvač Kraljević","

				Odnosne rečenice bez pomaka i traga: proizvodnja odnosnih rečenica kod djece s posebnim jezičnim teškoćama			
", ,"Rečenice s umetnutim strukturama, a takve su svakako odnosne rečenice, najveće su dostignuće jezičnog razvoja te su stoga opravdano jedna od vodećih tema psiholingvističkih teorijskih promišljanja i istraživanja. Prema generativnoj teoriji za razumijevanje ili proizvodnju takvih struktura potrebno je na sintaktičkoj razini obrade provesti nekoliko lingvističkih postupaka, primjerice, napraviti sintaktički pomak, ostaviti trag, dodijeliti tematsku ulogu pomaknutom elementu te uskladiti elemente odnosne rečenice. Ne čudi stoga što se ovladavanje ovim strukturama intenzivno događa tek u školskoj dobi, a za djecu s posebnim jezičnim teškoćama (PJT) nepremostiv je izazov. Provedeno ispitivanje pokazuje da se u proizvodnji odnosnih rečenica djeca s PJT–om značajno razlikuju od djece urednoga jezičnoga razvoja, što upućuje na dijagnostičku vrijednost ovih sintaktičkih struktura.",SUVREMENA LINGVISTIKA
10.22210/suvlin.2021.092.03,Goran Kardaš,"

				Metalingvistički elementi i postupci u analizama starih indijskih gramatičara			
",2021,"Pri tome je posve jasno da su stari indijski gramatičari eksplicitno razlikovali između objektnog (prirodnog) jezika (sanskrta) i specijalnog
jezika putem kojega se vrši opis i analiza objektnog jezika, tj. metajezika. Potonji, osim spomenutih
metalingvističkih elemenata, obuhvaća i specijalne notacijske konvencije putem kojih gramatičari postižu",SUVREMENA LINGVISTIKA
 ,"Aleksandar Čarapić , Ivica Peša , Sanja Fulgosi , Kristian Novak","

				Text, Context, Pretext: Critical Issues in Discourse analysis, In Other Words: Variations in reference and narrative, Asocijativni rečnik srpskoga jezika, Analysing Political Discource: Theory and Practice, Read the Cultural Other: Formas of Otherness in			
", ,"Text, Context, Pretext: Critical Issues in Discourse analysis, In Other Words: Variations in reference and narrative, Asocijativni rečnik srpskoga jezika, Analysing Political Discource: Theory and Practice, Read the Cultural Other: Formas of Othernes",SUVREMENA LINGVISTIKA
 ,Lucija Miškulin Saletović ,"

				M. Stede: Korpusgestützte Textanalyse, Grundzüge der Ebenen-orientierten Textlinguistik			
", , ,SUVREMENA LINGVISTIKA
 ,"Nina Spicijarić Paškvan, Maja Opašić, Holonim ruka i njegovi meronimi kao sastavnice hrvatskih i talijanskih frazema, Puni tekst (Hrvatski) (PDF)	 ","

				Holonim ruka i njegovi meronimi kao sastavnice hrvatskih i talijanskih frazema			
", ,"U ovome se prilogu daje kontrastivna analiza jednoga sloja frazema hrvatskoga i talijanskoga jezika. Riječ je o frazemima čije su sastavnice somatizam ruka i njegovi dijelovi. Taj je frazemski sloj odabran jer su somatizmi vrlo bogat frazemski sloj u većini jezika. U radu se na temelju odabranih primjera iz prikupljene građe analiziraju podudarnosti i razlike hrvatskih i talijanskih frazema s obzirom na njihov leksemski sastav i značenje. Također se tumači pozadinska slika koja je motivirala značenje pojedinih frazema, kao i utjecaj osnovnih prototipnih i prenesenih (rubnih) značenja pojedinih leksema na značenje cijeloga frazema. Propituje se i semantički odnos holonimije i meronimije, tj. (ne)zamjenjivost holonima i meronima unutar istoga frazema.",SUVREMENA LINGVISTIKA
 ,"Vedran Galetić, Nasrtljivi crvendać u dvorištu: Formalna kvantifikacija razine prototipnosti u okviru prototipne semantičke teorije kognitivne lingvistike, Puni tekst (Hrvatski) (PDF)","

				Nasrtljivi crvendać u dvorištu: Formalna kvantifikacija razine prototipnosti u okviru prototipne semantičke teorije kognitivne lingvistike   (2)			
", , ,SUVREMENA LINGVISTIKA
 ,Lia Dragojević,"

				HrTAL 2016 Conference Chronicle 10th International Conference on Natural Language Processing			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,"Vesna Muhvić-Dimanovski , Anita Skelin Horvat , Anita Sujoldžić, Shahzaman Haque, Marija Turk, Maja Opašić, Ina Druviete, Dace Strelevica-Ošina, Nikola Vuletić, Lucija Miškulin Saletović , Aleksandra Ščukanec , Zvonimir Novoselec , Rajna Dragičević , Mislava Bertoša , Anita Skelin Horvat ","


						Natječaji i nominacije za najbolje riječi - zašto su zanimljivi i što nam pokazuju					

", ,Anita Sujoldžić; Institute for Anthropological Research Zagreb,SUVREMENA LINGVISTIKA
 ,Vlasta Rišner,"

				Prijedložni izrazi u dvama molitvenicima			
", , ,SUVREMENA LINGVISTIKA
 ,Branka Barčot,"

				Зыкова Ирина Владимировна, Концептосфера культуры и фразеология: Теория и методы лингвокультурологического изучения, Москва: Ленанд, 2015.			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,Mijo Lončarić,"

				Goranski govor u Moslavini (Gornja Jelenska, Moslavačka Slatina)			
", , ,SUVREMENA LINGVISTIKA
 ,Kristina Štrkalj Despot,"

				Od neurona do metafore (i natrag): Neuralna teorija metafore u okviru neuralne teorije jezika i mišljenja			
", ,"U radu se prvo daje kratak pregled istraživanja i pravaca koji su utjecali na oblikovanjeneuralne teorije jezika i mišljenja: kognitivizam nasuprot objektivizmu, funkcionalizam('jaka' umjetna inteligencija nasuprot utjelovljenoj umjetnoj inteligenciji), kategorizacija,utjelovljena kognicija i otkriće zrcalnih neurona. Zatim se daje pregled temeljnih postavkii pojmova neuralne teorije jezika i mišljenja: odnos neuralne teorije jezika i kognitivnelingvistike, simulacijska semantika J. Feldmana, tipovi neuronskih mreža, tipovi neuralnogučenja, utjelovljena konstrukcijska gramatika. Na kraju se pozornost usmjerava metaforii metaforičkomu mišljenju u okviru te teorije (tzv. neuralnoj teoriji metafore), osobitoprimarnim metaforama kao rezultatu Hebbova učenja i neuralnom objašnjenju asimetrijeprimarnih metafora.",SUVREMENA LINGVISTIKA
 ,Milan Mihaljević,"

				Jestno-niječna pitanja u hrvatskom crkvenoslavenskom jeziku			
", , ,SUVREMENA LINGVISTIKA
 ,Kristian Lewis ,"

				Ivo Pranjković: Filološki vjekopisi			
", , ,SUVREMENA LINGVISTIKA
 ,"Ivan Marković, Annamaria Bene, Laurence Rouanne, Sandra Augendre, Krešimir Šojat, Mateusz-Milan Stanojević, August Kovačec, August Kovačec, Lucia Miškulin Saletović, Franjo Janeš","


						Rezultativni sekundarni predikat u hrvatskome					

", ,"

 
			Opširnije:			Pridjevi i koncept evaluacijske norme: istraživanje i prijedlog klasifikacije nekih priložnih...		
",SUVREMENA LINGVISTIKA
 ,Vesna Cvjetković Kurelec,"

				Standardizacija novogrčkoga u razdoblju prosvjetiteljstva			
", , ,SUVREMENA LINGVISTIKA
 ,Jurica Polančec,"

				Robert Beekes with the assistance of Lucien van Beek, Etymological Dictionary of Greek, Brill, Leiden, 2008, 1818 str.			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,Laurence Rouanne,"

				Pridjevi i koncept evaluacijske norme: istraživanje i prijedlog klasifikacije nekih priložnih označitelja za pridjeve			
", ,pridjevi; markeri (lingvistika); klasifikacija pridjeva; intenzitet; prikladnost; subjektivnost govornika,SUVREMENA LINGVISTIKA
 ,Ranko Matasović,"

				Kabardinski kauzativi, povratne konstrukcije i domene pripisivanja padeža			
", , ,SUVREMENA LINGVISTIKA
 ,"Cintia Carrió, Conflation in verbs of motion: construction of location and direction in the Mocoví language, Full text (English) (PDF) 	","

				Proces spajanja u glagolima kretanja: konstruiranje položaja i smjera u jeziku mocovi			
", , ,SUVREMENA LINGVISTIKA
 ,Branimir Belaj ,"

				Prototipno-kontekstualna analiza povratnih glagola u hrvatskom jeziku			
", , ,SUVREMENA LINGVISTIKA
 ,"Mario Brdar , Rita Brdar-Szabo , Dubravko Kučanda , Dubravka Sesar","

				Prikazi, ocjene, osvrti			
", ,Prikazi ocjene osvrti,SUVREMENA LINGVISTIKA
 ,Marija Turk,"

				Prilog proučavanju čakavske frazeologije (na građi iz krčkih govora)			
", , ,SUVREMENA LINGVISTIKA
 ,Renata Geld ,"

				Konceptualizacija i vidovi konstuiranja značenja: temeljne kognitivnolingvističke postavke i pojmovi			
", , ,SUVREMENA LINGVISTIKA
 ,Branka Barčot,"

				Селиверстова Елена Ивановна, Пространство русской пословицы: постоянство и изменчивость			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
10.22210/suvlin.2021.092.11,Virna Karlić,"

				Nataša Puškar, Srpski bukvari 1965. – 2011. Socijalno–semiotička analiza. Zagreb: SKD »Prosvjeta«, 2021. – 204. str.			
",2021,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,"Gordana Varošanec-Škarić, Gabrijela Kišiček","

				Izvanjske indeksikalne osobine govornika varaždinskoga i osječkoga govora			
", ,"Ispitivalo se kakve se stereotipne vanjske indeksikalne osobine pripisuju govornicima dvaju hrvatskih gradova kajkavskoga podrijetla (Varaždin) i štokavskoga podrijetla (Osijek). Ukupno je bilo 40 ispitanika, po 20 iz svakoga grada, podjednako muškaraca i žena. 28 procjenitelja procjenjivalo je društvene i psihološke indeksikalne osobine na linearnoj ljestvici od sedam stupnjeva na temelju slučajnoga redoslijeda 40 uzoraka spontanog govora od po 20 s. Ukupni rezultati t–testa za sve procjenitelje nisu pokazali razliku u procjeni regionalnosti između osječkih i varaždinskih govornika. S druge strane, procjenitelji kajkavskoga podrijetla iz sjeverozapadne Hrvatske procijenili su značajno manje regionalnim sve govornike od procjenitelja štokavskoga podrijetla iz istočne Hrvatske, koji su pak značajno bolje procijenili osječke govornike (p<0.0001). Utvrđivanjem razlike svih ispitanih varijabli postupkom grupiranja faktora VARIMAX rotacije te postupkom Pearsonove korelacije izdvojena su četiri faktora: prihvatljivosti, psihološko–društvene empatije, liberalnosti te faktor simpatičnosti. Faktor prihvatljivosti govora u visoko je značajnoj korelaciji prema intelektualnom zanimanju (r = 0.957, p<0.0001), procjeni inteligencije, naobrazbi, visokom društvenom statusu, prihvatljivosti govora u javnoj uporabi, želji za prijateljevanjem s govornikom. Može se zaključiti da procjenitelji diferenciraju govornike prema stereotipnim vanjskim indeksikalnim osobinama te da se ta razlika više vezuje uz procjenu regionalnosti govora nego uz geografski određeno dijalektalno podrijetlo.",SUVREMENA LINGVISTIKA
 ,Jurica Polančec,"

				Language Science Press: izdavač lingvističke literature s otvorenim pristupom			
", ,Adresa:Ivana Lučića 310000 ZagrebCroatia,SUVREMENA LINGVISTIKA
10.22210/suvlin.2021.092.10,Jana Jurčević,"

				Lada Badurina, Od gramatike prema komunikaciji, Hrvatska sveučilišna naklada, Filozofski fakultet Sveučilišta u Rijeci, 2021.			
",2021,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,Dubravka Saulan,"

				Francusko jezikoslovno nazivlje i njegova prilagodba hrvatskomu jeziku. Osvrt na nazivlje iz psihosistematike jezika			
", ,Adresa:Ivana Lučića 310000 ZagrebCroatia,SUVREMENA LINGVISTIKA
 ,Ida Raffaelli,"

				Francusko jezikoslovno nazivlje i njegova prilagodba hrvatskomu jeziku - Okrugli stol, 1. lipnja 2012.			
", ,Adresa:Ivana Lučića 310000 ZagrebCroatia,SUVREMENA LINGVISTIKA
 ,Anica Nazor,"

				Hrvatski glagoljski brevijar iz 1493. godine čitavo stoljeće opisivan kao ćirilski časoslov (Breviarium slavicum)			
", , ,SUVREMENA LINGVISTIKA
 ,"Vesna Muhvić-Dimanovski , Anita Skelin Horvat ","

				Natječaji i nominacije za najbolje riječi - zašto su zanimljivi i što nam pokazuju			
", ,"Posljednjih se godina u časopisu Jezik objavljuje natječaj za najbolje riječi u protekloj godini, odnosno traže se zamjene za nepotrebne tuđice ili za one domaće riječi koje se po nekim svojim obilježjima ne uklapaju dobro u hrvatski jezični sustav. Ti natječaji često izazivaju brojne komentare i često se na njih gleda s vrlo negativnih pozicija. Mnogi ih smatraju neprimjerenima, jer ih povezuju isključivo s purističkim jezičnim stavovima i misle kako je takva vrst natječaja specifična za isključivo navedeni časopis. Primjeri iz brojnih drugih jezika, međutim, pokazuju nam kako su natječaji ili nominacije za najbolje, najistaknutije, najmaštovitije, naj(ne)potrebnije ili čak i najgore riječi nešto što se javlja bez obzira na to jesu li ti jezici skloni purizmu ili, naprotiv, otvoreni prema svim mogućim stranim utjecajima. U članku se navode razni tipovi natječaja i sličnih aktivnosti u pojedinim zemljama, kriteriji koji su u njima postavljeni te stanovit broj riječi koje su na tim natječajima izabrane kao najbolje u okviru zadanih kategorija. Namjera je ovoga priloga da pokaže do koje se mjere tzv. prosječni govornici nekoga jezika mogu promatrati kao aktivni sudionici u ocjeni novostvorenih riječi, kakvo je njihovo mišljenje o pojedinim prijedlozima i može li se očekivati da će reakcije šire publike utjecati na uporabu. Težište rada usmjereno je ponajprije na hrvatsku situaciju i na odjek što su ga rezultati natječaja za nove riječi koje je Jezik objavio u lipnju 2007. godine imali u medijima i na internetskim forumima.",SUVREMENA LINGVISTIKA
 ,Josip Vončina,"

				Belostenčev hibridni jezik			
", , ,SUVREMENA LINGVISTIKA
 ,Josip Jernej ,"

				O bezličnim povratnim tvorbama u hrvatskom jeziku			
", , ,SUVREMENA LINGVISTIKA
 ,Ida Raffaelli,"

				Dirk Geeraerts: Diachronic Prototype Semantics			
", , ,SUVREMENA LINGVISTIKA
 ,Ida Raffaelli,"

				Neki vidovi kognitivne semantike u rekonstrukciji semantičkih struktura			
", , ,SUVREMENA LINGVISTIKA
10.22210/suvlin.2021.092.05,Davor Krsnik,"

				O rezultativnoj konstrukciji s predikatnim instrumentalom u hrvatskome jeziku			
",2021, ,SUVREMENA LINGVISTIKA
 ,"Lucija Miškulin Saletović , Kristian Novak, Aleksandra Ščukanec","

				Obznane			
", ,Obznane,SUVREMENA LINGVISTIKA
 ,"Ida Hitrec, Ana Knežević, Milorad Pupovac, Martina Sekulić Sović, Ivana Simeon","

				Koliko konteksta ima u shizofreniji? Analiza diskursa osobe koja boluje od shizofrenije			
", , ,SUVREMENA LINGVISTIKA
 ,Olivier Soutet ,"

				Rađanje slike vremena u francuskom i binarno razvrstavanje glagolskih paradigmi: paradigme subjonctifa			
", , ,SUVREMENA LINGVISTIKA
 ,"Branimir Belaj, Goran Tanacković Faletar, Irena Brdar, Božana Knežević, Boban Arsenijević, Marijan Palmović, Ines Galić Jušić, August Kovačec, Jurica Polančec, Ana Branka Šefer, Magdalena Krbot, Velimir Išgum, Marijan Palmović, August Kovačec, Marijana Janjić","


						Konceptualnosemantički temelji gramatičkih odnosa: predikatni instrumental u hrvatskome jeziku					

", ,"

 
			Opširnije:			O dvama tipovima deadjektivne nominalizacije u srpskome		
",SUVREMENA LINGVISTIKA
 ,Vesna Muhvić-Dimanovski ,"

				In memoriam: Rudolf Filipović			
", , ,SUVREMENA LINGVISTIKA
 ,,"

				Neka lingvistička obilježja nahodskih imenskih formula. Prema korpusu nastalom u tršćanskom orfanotrofiju sredinom 19. stoljeća			
", , ,SUVREMENA LINGVISTIKA
 ,,"

				Konceptualna metafora LJUBAV JE RAT u kolokacijama leksema ""ljubav""			
", , ,SUVREMENA LINGVISTIKA
10.22210/suvlin.2021.092.13,Benedikt Perak,"

				Ivana Bašić, Dokazivanje i odnos prema znanju u jeziku znanosti, Hrvatska sveučilišna naklada, Zagreb, 2020			
",2021,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,Anja Nikolić-Hoyt ,"

				Izrada tezaurusa hrvatskoga jezika			
", , ,SUVREMENA LINGVISTIKA
 ,Ranko Matasović ,"

				On Representing Syntactic Change: Towards a Theory of Diachronic Syntax			
", , ,SUVREMENA LINGVISTIKA
 ,Damir Horga,"

				Samoispravljanje u govornoj proizvodnji			
", , ,SUVREMENA LINGVISTIKA
 ,Mateusz-Milan Stanojević,"

				Ljiljana Šarić: Spatial Concepts in Slavic. A Cognitive Linguistics Study of Prepositions and Cases			
", , ,SUVREMENA LINGVISTIKA
 ,Shahzaman Haque,"

				Razlike u jezičnoj politici između nacije i obitelji: prikaz slučaja triju indijskih imigrantskih obitelji u trima europskim zemljama			
", , ,SUVREMENA LINGVISTIKA
 ,Krešimir Mićanović,"

				Posvojni pridjevi i izražavanje posvojnosti			
", , ,SUVREMENA LINGVISTIKA
 ,Veno Volenec,"

				Prikaz Hrvatske morfonologije (Marković, Ivan. 2013. Hrvatska morfonologija. Zagreb: Disput. 206 str.)			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,Marcin M. Bobrowski ,"

				Zum Verhältnis der Kaschuben zu ihrer Sprache in Geschichte und Gegenwart vor dem Hintergrund ihrer Entwicklung			
", ,"Im vorliegenden Beitrag soll die Bedeutung der kaschubischen Sprache für die Identität der Kaschuben in Geschichte und Gegenwart vor dem Hintergrund interner sowie externer Einflussfaktoren und dem politischen Rahmen aufgezeigt werden. Nach einer Übersicht der historischen Entwicklung des Kaschubischen, insbesondere im 19. Jahrhundert über die Zwischenkriegszeit bis hin zum Fall des Kommunismus in Polen 1989, wird die Rolle der eigenen Sprache für die Identität der Kaschuben in den letzten 16 Jahren, besonders vor dem Hintergrund ihrer wissenschaftlichen sowie rechtlichen Anerkennung, ihrer Einführung als Unterrichtsfach und Liturgiesprache und den veränderten politischen und sozioökonomischen Rahmenbedingungen, aufgezeigt.",SUVREMENA LINGVISTIKA
 ,"Branimir Belaj, Goran Tanacković Faletar","

				Konceptualnosemantički temelji gramatičkih odnosa: predikatni instrumental u hrvatskome jeziku			
", , ,SUVREMENA LINGVISTIKA
 ,August Kovačec,"

				Samir Bajrić, Linguistique, cognition et didactique. Principes et exercicesde linguistique–didactique, Presses de l’Université Paris–Sorbonne (PUPS), Paris, 2009, 301 str.			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,Branka Tafra ,"

				Rajna Dragičević: Leksikologija srpskog jezika			
", , ,SUVREMENA LINGVISTIKA
 ,Aleksandra Ščukanec,"

				Marijana Kresić, Mia Batinić, Modalpartikeln: Deutsch im Vergleich  mit dem Kroatischen und Englischen / Modalne čestice: njemački  jezik u usporedbi s hrvatskim i engleskim			
", ,"
                Today                21
",SUVREMENA LINGVISTIKA
 ,Ida Raffaelli,"

				Iz iskustva lingvističkoga časopisa (METM-08) - osvrt			
", ,Glavni kontakt:Mislava BertošaEmail: Ova e-mail adresa je zaštićena od spambota. Potrebno je omogućiti JavaScript da je vidite.,SUVREMENA LINGVISTIKA
 ,"Lucia Miškulin Saletović, Gabrijela Kišiček","

				Doprinos proučavanju iskaza svjedoka u hrvatskome jeziku			
", ,"iskazi svjedoka, pravne tekstne vrste, administrativni stil, razgovorni stil, forenzička lingvistika, hrvatski jezik",SUVREMENA LINGVISTIKA
 ,"Orsolya Žagar Szentes, Funkcionalne varijante konstrukcije dati (se) + infinitiv u hrvatskom jeziku – u okviru gramatikalizacije, Puni tekst (Hrvatski) Str. 295 - 318 (PDF)	 ","

				Funkcionalne varijante konstrukcije dati (se) + infinitiv u hrvatskom jeziku – u okviru gramatikalizacije			
", , ,SUVREMENA LINGVISTIKA
 ,"Sanja Fulgosi , Vesna Muhvić-Dimanovski , Ranko Matasović , Rita Brdar-Szabo","

				Prikazi, ocjene, osvrti			
", ,Prikazi ocjene osvrti,SUVREMENA LINGVISTIKA
 ,Marija Znika,"

				Opisni i odnosni pridjevi			
", , ,SUVREMENA LINGVISTIKA
 ,"Vito Pirrelli, Ida Raffaelli","

				Uvodnik tematskog izdanja			
",2014,Adresa:Ivana Lučića 310000 ZagrebCroatia,SUVREMENA LINGVISTIKA
 ,,"

				Računalna obrada dječjeg jezika na primjeru usvajanja umanjenica			
", ,"Članak je pismeni oblik predavanja održanog na Lingvističkom krugu i sadrži kratak pregled baze podataka CHILDES i njegove primjene na hrvatski korpus dječjeg jezika. Drugi dio članka ogledna je analiza, koju programi razvijeni unutar sustava CHILDES olakšavaju, a odnosi se na istaknutu odliku dječjeg jezika u hrvatskome - brojnost umanjenica. Prikazuje se tijek usvajanja umanjenica, a raspravlja se o njihovoj ulozi u procesu usvajanja morfologije u hrvatskome.",SUVREMENA LINGVISTIKA
